,ticker,year,number
1382,NX,2019,53
1383,NX,2020,53
1384,MCD,2007,53
1385,MCD,2008,53
1386,MCD,2009,53
1387,MCD,2012,53
1388,MCD,2013,53
1389,MCD,2014,53
1390,MCD,2015,53
1391,MCD,2018,53
1392,MCD,2019,53
1393,MCD,2020,53
1394,ADP,2007,53
1395,ADP,2008,53
1396,ADP,2009,53
1397,ADP,2012,53
1398,ADP,2013,53
1399,ADP,2014,53
1400,ADP,2015,53
1401,ADP,2018,53
1402,ADP,2019,53
1403,ADP,2020,53
1404,MMC,2007,53
1405,MMC,2008,53
1406,MMC,2009,53
1407,MMC,2012,53
1408,MMC,2013,53
1409,MMC,2014,53
1410,MMC,2015,53
1411,MMC,2018,53
1412,MMC,2019,53
1413,MMC,2020,53
1414,,2005,0
1415,,2006,0
1416,,2007,0
1417,,2008,0
1418,,2009,0
1419,,2010,0
1420,,2011,0
1421,,2012,0
1422,,2013,0
1423,,2014,0
1424,,2015,0
1425,,2016,0
1426,,2017,0
1427,,2018,0
1428,,2019,0
1429,,2020,0
1430,,2021,0
1431,,2022,0
1432,,2023,0
1433,EPHC,2005,13
1434,EPHC,2007,53
1435,EPHC,2008,53
1436,EPHC,2009,53
1437,EPHC,2012,53
1438,EPHC,2013,13
1439,EPHC,2014,0
1440,EPHC,2015,0
1441,EPHC,2016,0
1442,EPHC,2017,0
1443,EPHC,2018,0
1444,EPHC,2019,0
1445,EPHC,2020,0
1446,EPHC,2021,0
1447,EPHC,2022,0
1448,EPHC,2023,0
1449,KLAC,2007,53
1450,KLAC,2008,53
1451,KLAC,2009,53
1452,KLAC,2012,53
1453,KLAC,2013,53
1454,KLAC,2014,53
1455,KLAC,2015,53
1456,KLAC,2018,53
1457,KLAC,2019,54
1458,KLAC,2020,53
1459,JPM,2007,53
1460,JPM,2008,53
1461,JPM,2009,53
1462,JPM,2012,53
1463,JPM,2013,53
1464,JPM,2014,53
1465,JPM,2015,53
1466,JPM,2018,53
1467,JPM,2019,53
1468,JPM,2020,53
1469,LZB,2007,53
1470,LZB,2008,53
1471,LZB,2009,53
1472,LZB,2012,53
1473,LZB,2013,53
1474,LZB,2014,53
1475,LZB,2015,53
1476,LZB,2018,53
1477,LZB,2019,53
1478,LZB,2020,53
1479,LRCX,2007,53
1480,LRCX,2008,53
1481,LRCX,2009,53
1482,LRCX,2012,53
1483,LRCX,2013,53
1484,LRCX,2014,53
1485,LRCX,2015,53
1486,LRCX,2018,53
1487,LRCX,2019,53
1488,LRCX,2020,53
1489,MCO,2007,53
1490,MCO,2008,53
1491,MCO,2009,53
1492,MCO,2012,53
1493,MCO,2013,53
1494,MCO,2014,53
1495,MCO,2015,53
1496,MCO,2018,53
1497,MCO,2019,53
1498,MCO,2020,53
1499,HUM,2007,53
1500,HUM,2008,53
1501,HUM,2009,53
1502,HUM,2012,53
1503,HUM,2013,53
1504,HUM,2014,53
1505,HUM,2015,53
1506,HUM,2018,53
1507,HUM,2019,53
1508,HUM,2020,53
1509,UNP,2007,53
1510,UNP,2008,53
1511,UNP,2009,53
1512,UNP,2012,53
1513,UNP,2013,53
1514,UNP,2014,53
1515,UNP,2015,53
1516,UNP,2018,53
1517,UNP,2019,53
1518,UNP,2020,53
1519,TGT,2007,53
1520,TGT,2008,53
1521,TGT,2009,53
1522,TGT,2012,53
1523,TGT,2013,53
1524,TGT,2014,53
1525,TGT,2015,53
1526,TGT,2018,53
1527,TGT,2019,53
1528,TGT,2020,53
1529,DHR,2007,53
1530,DHR,2008,53
1531,DHR,2009,53
1532,DHR,2012,53
1533,DHR,2013,53
1534,DHR,2014,53
1535,DHR,2015,53
1536,DHR,2018,53
1537,DHR,2019,53
1538,DHR,2020,53
1539,LLY,2007,53
1540,LLY,2008,53
1541,LLY,2009,53
1542,LLY,2012,53
1543,LLY,2013,53
1544,LLY,2014,53
1545,LLY,2015,53
1546,LLY,2018,53
1547,LLY,2019,53
1548,LLY,2020,53
1549,SMTC,2007,53
1550,SMTC,2008,53
1551,SMTC,2009,53
1552,SMTC,2012,53
1553,SMTC,2013,53
1554,SMTC,2014,53
1555,SMTC,2015,53
1556,SMTC,2018,53
1557,SMTC,2019,53
1558,SMTC,2020,53
1559,SNE,2007,53
1560,SNE,2008,53
1561,SNE,2009,53
1562,SNE,2012,53
1563,SNE,2013,53
1564,SNE,2014,53
1565,SNE,2015,53
1566,SNE,2018,53
1567,SNE,2019,53
1568,SNE,2020,53
1569,SNE,2021,13
1570,SNE,2022,0
1571,SNE,2023,0
1572,SONY,2005,0
1573,SONY,2006,0
1574,SONY,2007,0
1575,SONY,2008,0
1576,SONY,2009,0
1577,SONY,2010,0
1578,SONY,2011,0
1579,SONY,2012,0
1580,SONY,2013,0
1581,SONY,2014,0
1582,SONY,2015,0
1583,SONY,2016,0
1584,SONY,2017,0
1585,SONY,2018,0
1586,SONY,2019,0
1587,SONY,2020,0
1588,SONY,2021,40
1589,SYY,2007,53
1590,SYY,2008,53
1591,SYY,2009,53
1592,SYY,2012,53
1593,SYY,2013,53
1594,SYY,2014,53
1595,SYY,2015,53
1596,SYY,2018,53
1597,SYY,2019,53
1598,SYY,2020,53
1599,EFX,2007,53
1600,EFX,2008,53
1601,EFX,2009,53
1602,EFX,2012,53
1603,EFX,2013,53
1604,EFX,2014,53
1605,EFX,2015,53
1606,EFX,2018,53
1607,EFX,2019,53
1608,EFX,2020,53
1609,LEN,2007,53
1610,LEN,2008,53
1611,LEN,2009,53
1612,LEN,2012,53
1613,LEN,2013,53
1614,LEN,2014,53
1615,LEN,2015,53
1616,LEN,2018,53
1617,LEN,2019,53
1618,LEN,2020,53
1619,MU,2007,53
1620,MU,2008,53
1621,MU,2009,53
1622,MU,2012,53
1623,MU,2013,53
1624,MU,2014,53
1625,MU,2015,53
1626,MU,2018,53
1627,MU,2019,53
1628,MU,2020,53
1629,WMT,2007,53
1630,WMT,2008,53
1631,WMT,2009,53
1632,WMT,2012,53
1633,WMT,2013,53
1634,WMT,2014,53
1635,WMT,2015,53
1636,WMT,2018,54
1637,WMT,2019,53
1638,WMT,2020,53
1639,NSSC,2007,53
1640,NSSC,2008,53
1641,NSSC,2009,54
1642,NSSC,2012,53
1643,NSSC,2013,53
1644,NSSC,2014,53
1645,NSSC,2015,53
1646,NSSC,2018,53
1647,NSSC,2019,53
1648,NSSC,2020,53
1649,ITW,2007,53
1650,ITW,2008,53
1651,ITW,2009,53
1652,ITW,2012,53
1653,ITW,2013,53
1654,ITW,2014,53
1655,ITW,2015,53
1656,ITW,2018,53
1657,ITW,2019,53
1658,ITW,2020,53
1659,NKE,2007,53
1660,NKE,2008,53
1661,NKE,2009,53
1662,NKE,2012,53
1663,NKE,2013,53
1664,NKE,2014,53
1665,NKE,2015,53
1666,NKE,2018,53
1667,NKE,2019,53
1668,NKE,2020,53
1669,AFL,2007,53
1670,AFL,2008,53
1671,AFL,2009,53
1672,AFL,2012,53
1673,AFL,2013,53
1674,AFL,2014,53
1675,AFL,2015,53
1676,AFL,2018,53
1677,AFL,2019,53
1678,AFL,2020,53
1679,NWN,2007,53
1680,NWN,2008,53
1681,NWN,2009,53
1682,NWN,2012,53
1683,NWN,2013,53
1684,NWN,2014,53
1685,NWN,2015,53
1686,NWN,2018,53
1687,NWN,2019,53
1688,NWN,2020,53
1689,AXP,2007,53
1690,AXP,2008,53
1691,AXP,2009,53
1692,AXP,2012,53
1693,AXP,2013,53
1694,AXP,2014,53
1695,AXP,2015,53
1696,AXP,2018,53
1697,AXP,2019,53
1698,AXP,2020,53
1699,BUD,2007,53
1700,BUD,2008,47
1701,BUD,2009,16
1702,BUD,2012,53
1703,BUD,2013,53
1704,BUD,2014,53
1705,BUD,2015,53
1706,BUD,2018,53
1707,BUD,2019,53
1708,BUD,2020,53
1709,INTC,2007,53
1710,INTC,2008,53
1711,INTC,2009,53
1712,INTC,2012,53
1713,INTC,2013,53
1714,INTC,2014,53
1715,INTC,2015,53
1716,INTC,2018,53
1717,INTC,2019,53
1718,INTC,2020,53
1719,BAC,2007,53
1720,BAC,2008,53
1721,BAC,2009,53
1722,BAC,2012,53
1723,BAC,2013,53
1724,BAC,2014,53
1725,BAC,2015,53
1726,BAC,2018,53
1727,BAC,2019,53
1728,BAC,2020,53
1729,STA,2007,9
1730,STA,2008,0
1731,STA,2009,0
1732,STA,2010,0
1733,STA,2011,0
1734,STA,2012,0
1735,STA,2013,0
1736,STA,2014,0
1737,STA,2015,0
1738,STA,2016,0
1739,STA,2017,0
1740,STA,2018,0
1741,STA,2019,0
1742,STA,2020,0
1743,STA,2021,0
1744,STA,2022,0
1745,STA,2023,0
1746,TRV,2005,0
1747,TRV,2006,0
1748,TRV,2007,45
1749,TRV,2008,53
1750,TRV,2009,53
1751,TRV,2012,53
1752,TRV,2013,53
1753,TRV,2014,53
1754,TRV,2015,53
1755,TRV,2018,53
1756,TRV,2019,53
1757,TRV,2020,53
1758,HMC,2007,53
1759,HMC,2008,53
1760,HMC,2009,53
1761,HMC,2012,53
1762,HMC,2013,53
1763,HMC,2014,53
1764,HMC,2015,53
1765,HMC,2018,53
1766,HMC,2019,53
1767,HMC,2020,53
1768,MDT,2007,53
1769,MDT,2008,53
1770,MDT,2009,53
1771,MDT,2012,53
